scenario_id,linked_requirement_id,canonical_requirement_ids,priority,area,scenario_type,title,topology,environment,expected_result,failure_criteria,required_evidence,work_package_id,execution_phase_id,_part
CPF-SC-019069,CPF-FR-007840,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007840] 사유 / REASON 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 사유 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019070,CPF-FR-007841,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007841] 승인 / APPROVAL 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 승인 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019071,CPF-FR-007842,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007842] 감사 / AUDIT 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 감사 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019072,CPF-FR-007843,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007843] Log / LOG 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Log 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019073,CPF-FR-007844,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007844] Metric / METRIC 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Metric 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019074,CPF-FR-007845,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007845] Trace / TRACE 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Trace 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019075,CPF-FR-007846,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007846] Health·Readiness / HEALTH 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Health·Readiness 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019076,CPF-FR-007847,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007847] Alert·Runbook / ALERT_RUNBOOK 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Alert·Runbook 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019077,CPF-FR-007848,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007848] Resource 상한 / RESOURCE 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Resource 상한 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019078,CPF-FR-007849,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007849] DB Ownership / DB_OWNER 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 DB Ownership 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019079,CPF-FR-007850,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007850] DB Schema / DB_SCHEMA 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 DB Schema 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019080,CPF-FR-007851,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007851] Runtime Query / DB_QUERY 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Runtime Query 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019081,CPF-FR-007852,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007852] Migration / DB_MIGRATION 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Migration 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019082,CPF-FR-007853,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007853] DB Rollback / DB_ROLLBACK 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 DB Rollback 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019083,CPF-FR-007854,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007854] 3 Vendor / DB_VENDOR 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 3 Vendor 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019084,CPF-FR-007855,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007855] API·OpenAPI / API_OPENAPI 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 API·OpenAPI 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
CPF-SC-019085,CPF-FR-007856,OPS-CONFIG,P1,OPS,DIRECT_VERIFICATION,[CPF-FR-007856] Frontend 연결 / FRONTEND 직접 검증,Requirement의 Local/Remote·single/multi-instance·artifact topology,Requirement에 적용되는 Java25/DB/Provider/Browser/Process 환경,플랫폼 운영자·SRE가 실제 제품 경로에서 Frontend 연결 기능을 사용할 때 runtime config catalog·schema·encryption·version·staged rollout·approval·dynamic apply·rollback·drift detection을 제공한다.의 결과와 상태·권한·Audit·복구 규칙이 일치해야 한다. Source/API/SQL/Test/Config/Frontend/Script와 exact-SHA Evidence가 연결돼야 한다.,Interface·DTO·Table·화면·Marker만 존재하거나 Consumer·상태전이·실패·복구·권한·Audit·exact-SHA Evidence 누락,exact source SHA·clean tree·command·environment·start/end·exit code·actual output·report/artifact SHA-256·sanitization,P07-OPS-OPS-CONFIG,P07,CPF_SCENARIO_MASTER_PART_003_CPF-SC-015275__CPF-SC-020085.csv
