execution_order,requirement_id,work_package_id,requirement_group,feature,function_type,qa_status,owner_module,owner_package,actual_consumer,qa_reason,required_action,evidence,baseline_sha
09-00028720,CPF-FR-028720,P09-FRONTEND_STANDARD,FRONTEND,Bundle Budget,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"Bundle Budget의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028722,CPF-FR-028722,P09-FRONTEND_STANDARD,FRONTEND,Bundle Budget,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Bundle Budget의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028725,CPF-FR-028725,P09-FRONTEND_STANDARD,FRONTEND,Lazy Route,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Lazy Route에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/shared/cpfApi.ts|cpf-biz-admin/frontend/src/shared/cpfApi.ts|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028727,CPF-FR-028727,P09-FRONTEND_STANDARD,FRONTEND,Lazy Route,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Lazy Route의 invalid·timeout·dependency failure를 표준 field/page 상태로 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/shared/cpfApi.ts|cpf-biz-admin/frontend/src/shared/cpfApi.ts|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028728,CPF-FR-028728,P09-FRONTEND_STANDARD,FRONTEND,Lazy Route,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Lazy Route에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/shared/cpfApi.ts|cpf-biz-admin/frontend/src/shared/cpfApi.ts|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028729,CPF-FR-028729,P09-FRONTEND_STANDARD,FRONTEND,Lazy Route,OPERATIONS,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Lazy Route의 metric·log·trace·alert·runbook 회귀 관측 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/shared/cpfApi.ts|cpf-biz-admin/frontend/src/shared/cpfApi.ts|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028730,CPF-FR-028730,P09-FRONTEND_STANDARD,FRONTEND,Lazy Route,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"Lazy Route의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/shared/cpfApi.ts|cpf-biz-admin/frontend/src/shared/cpfApi.ts|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028731,CPF-FR-028731,P09-FRONTEND_STANDARD,FRONTEND,Lazy Route,TEST,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Lazy Route 전용 Unit/Contract/Browser 회귀 Test가 확인되지 않는다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/shared/cpfApi.ts|cpf-biz-admin/frontend/src/shared/cpfApi.ts|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028732,CPF-FR-028732,P09-FRONTEND_STANDARD,FRONTEND,Lazy Route,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Lazy Route의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/app/routes.ts|cpf-biz-admin/frontend/src/app/routes.ts|cpf-admin/frontend/src/shared/cpfApi.ts|cpf-biz-admin/frontend/src/shared/cpfApi.ts|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028735,CPF-FR-028735,P09-FRONTEND_STANDARD,FRONTEND,Generated Client Hash,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Generated Client Hash에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028737,CPF-FR-028737,P09-FRONTEND_STANDARD,FRONTEND,Generated Client Hash,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Generated Client Hash의 invalid·timeout·dependency failure를 표준 field/page 상태로 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028738,CPF-FR-028738,P09-FRONTEND_STANDARD,FRONTEND,Generated Client Hash,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Generated Client Hash에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028740,CPF-FR-028740,P09-FRONTEND_STANDARD,FRONTEND,Generated Client Hash,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"Generated Client Hash의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028742,CPF-FR-028742,P09-FRONTEND_STANDARD,FRONTEND,Generated Client Hash,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Generated Client Hash의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028745,CPF-FR-028745,P09-FRONTEND_STANDARD,FRONTEND,Operation Consumer Coverage,STATE_DATA,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Operation Consumer Coverage에 version·상태전이·복구 가능한 표준 상태 모델이 부족하다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028747,CPF-FR-028747,P09-FRONTEND_STANDARD,FRONTEND,Operation Consumer Coverage,FAILURE,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Operation Consumer Coverage의 invalid·timeout·dependency failure를 표준 field/page 상태로 끝까지 연결하지 못한다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028748,CPF-FR-028748,P09-FRONTEND_STANDARD,FRONTEND,Operation Consumer Coverage,UNKNOWN_RECOVERY,미통과,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Operation Consumer Coverage에 응답 유실·부분 적용·UNKNOWN reconcile/compensation 계약이 없다.,개발GPT 재개발 후 Codex 독립검수·QA 재검수,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028750,CPF-FR-028750,P09-FRONTEND_STANDARD,FRONTEND,Operation Consumer Coverage,COMPATIBILITY,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,"Operation Consumer Coverage의 Chromium·Firefox·WebKit, 200% zoom, reduced-motion 및 bundle 호환 직접 실행이 현재 환경에서 불가하다.",Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
09-00028752,CPF-FR-028752,P09-FRONTEND_STANDARD,FRONTEND,Operation Consumer Coverage,EVIDENCE,미검증,cpf-admin/frontend + cpf-biz-admin/frontend,frontend,실제 Product Consumer·운영자·고객 개발자,Operation Consumer Coverage의 f97655c1299936a1101bc3ec10239265ec3b502e exact SHA browser/build runtime 로그와 artifact hash가 아직 생성되지 않았다.,Node22/Playwright 3 Browser 또는 동등 Harness 실행,cpf-admin/frontend/src/generated/.cpf-openapi-source.json|cpf-admin/frontend/src/generated/cpf-api.ts|cpf-admin/frontend/scripts/verify-generated-client.mjs|cpf-admin/frontend/scripts/verify-operation-consumer.mjs|cpf-admin/frontend/scripts/test-route-operation-contract.mjs|cpf-admin/frontend/package.json|cpf-admin/frontend/playwright.config.ts|cpf-admin/frontend/scripts/write-bundle-manifest.mjs|cpf-tools/verification/frontend-full-compile/run-frontend-full-compile.py|cpf-tools/verification/frontend-workflow-runtime/run-frontend-workflow-runtime-harness.py,f97655c1299936a1101bc3ec10239265ec3b502e
