execution_order,requirement_id,phase_id,phase_name,work_package_id,priority,owner_module,requirement_group,capability,feature,function_type,predecessor_phase_ids,prerequisite_requirement_ids,blocking_phase_gate_id,parallel_execution_rule,change_freeze_rule,development_status,verification_status
05-00010840,CPF-FR-010840,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Runtime Query,DB_QUERY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010841,CPF-FR-010841,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Migration,DB_MIGRATION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010842,CPF-FR-010842,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,DB Rollback,DB_ROLLBACK,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010843,CPF-FR-010843,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,3 Vendor,DB_VENDOR,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010844,CPF-FR-010844,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,API·OpenAPI,API_OPENAPI,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010845,CPF-FR-010845,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Frontend 연결,FRONTEND,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010846,CPF-FR-010846,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,ADM 운영 기능,ADM_UI,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010847,CPF-FR-010847,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,MBW 업무 Backoffice,MBW_WEB,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010848,CPF-FR-010848,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Generator 영향,GENERATOR,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010849,CPF-FR-010849,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Sample·EDU,SAMPLE_EDU,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010850,CPF-FR-010850,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,JavaDoc·주석,JAVADOC,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010851,CPF-FR-010851,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,개발·운영 Guide,GUIDE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010858,CPF-FR-010858,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-INTERNAL-PUBLICATION,P0,cpf-starters + cpf-tools,STARTER,LATEST-INTERNAL-PUBLICATION,Hygiene,HYGIENE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010859,CPF-FR-010859,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,기능 목적·업무 결과,PURPOSE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010860,CPF-FR-010860,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,Owner·경계,OWNER,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010861,CPF-FR-010861,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,실제 Consumer,CONSUMER,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010862,CPF-FR-010862,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,Public API,PUBLIC_API,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010863,CPF-FR-010863,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,고객 확장 SPI,EXTENSION_SPI,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010864,CPF-FR-010864,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,Internal 구현,INTERNAL_IMPL,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010865,CPF-FR-010865,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,입력 계약,INPUT,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010866,CPF-FR-010866,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,출력 계약,OUTPUT,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010867,CPF-FR-010867,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,설정 계약,CONFIG,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010868,CPF-FR-010868,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,검증,VALIDATION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010869,CPF-FR-010869,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,상태 Catalog,STATE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010870,CPF-FR-010870,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,상태 전이,TRANSITION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010871,CPF-FR-010871,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,명령 실행,COMMAND,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010872,CPF-FR-010872,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,조회·검색,QUERY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010873,CPF-FR-010873,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,멱등성,IDEMPOTENCY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010874,CPF-FR-010874,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,동시성,CONCURRENCY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010875,CPF-FR-010875,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,Timeout Budget,DEADLINE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010876,CPF-FR-010876,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,재시도,RETRY,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010877,CPF-FR-010877,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,Circuit·Bulkhead,CIRCUIT,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010879,CPF-FR-010879,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,대사,RECONCILE,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010881,CPF-FR-010881,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,보상,COMPENSATION,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
05-00010882,CPF-FR-010882,P05,Starter·Capability·Provider 기본 구현,P05-STARTER-LATEST-CATALOG-TRUTH,P0,cpf-starters + cpf-tools,STARTER,LATEST-CATALOG-TRUTH,Rollback·Forward Recovery,ROLLBACK,P03;P04,CPF-GATE-04,CPF-GATE-05,동일 Phase 내 Owner Module이 다르고 Public Contract/DB Schema/Shared Config를 변경하지 않는 Work Package만 병렬 가능,후속 Phase 시작 후 선행 Public API·State·DB·Permission 계약 변경 시 영향도 분석과 모든 Downstream Requirement 재개방,재확인 필요,미검증
