logical_order,requirement_id,function_point_id,development_status,verification_status,development_result,evidence_path,next_action
580,CPF-FR-012539,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
581,CPF-FR-012540,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
582,CPF-FR-012541,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
583,CPF-FR-012542,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
584,CPF-FR-012543,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
585,CPF-FR-012544,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
586,CPF-FR-012545,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
587,CPF-FR-012546,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
588,CPF-FR-012547,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
589,CPF-FR-012548,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
590,CPF-FR-012549,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
591,CPF-FR-012550,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
592,CPF-FR-012551,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
593,CPF-FR-012552,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
594,CPF-FR-012553,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
595,CPF-FR-012554,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
596,CPF-FR-012555,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
597,CPF-FR-012556,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
598,CPF-FR-012557,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
599,CPF-FR-012558,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
600,CPF-FR-012559,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
601,CPF-FR-012560,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
602,CPF-FR-012561,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
603,CPF-FR-012562,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
604,CPF-FR-012563,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
605,CPF-FR-012564,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
606,CPF-FR-012565,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
607,CPF-FR-012566,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
608,CPF-FR-012567,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
609,CPF-FR-012568,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
610,CPF-FR-012569,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
611,CPF-FR-012570,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
612,CPF-FR-012571,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
613,CPF-FR-012572,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
614,CPF-FR-012573,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
615,CPF-FR-012574,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
616,CPF-FR-012575,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
617,CPF-FR-012576,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
618,CPF-FR-012577,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
619,CPF-FR-012578,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
620,CPF-FR-012579,FP-6B-LOCK,미완료,부분 검증,6B 구현 일부 완료·잔여 Acceptance 또는 Target Runtime 검증 필요,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,DEVGPT-6E/DEVGPT-6F 연계 및 remaining_runtime_delta와 미충족 Acceptance를 보완하고 Java 25/실환경 Gate 재실행
621,CPF-FR-012580,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/lock_recovery_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/jdbc_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
622,CPF-FR-012581,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
623,CPF-FR-012582,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
624,CPF-FR-012583,FP-6B-LOCK,완료,대체검증 완료,6B 제품 구현 완료·격리 대체 Gate 통과,cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/core_run.log;cpf-docs/evidence/development/DEVGPT-6B_faedf43/logs-reproducible/base/recon_fence_run.log,Java 25 전체 Gradle 및 실제 Oracle/PostgreSQL/MariaDB·Browser·다중 인스턴스 적용 범위에서 동일 Acceptance 재실행
