rank,review_id,priority,area,review_point,acceptance_criteria,minimum_evidence,user_mandatory,qa_a_status,qa_b_status,central_status,developer_rework_status,last_verified_sha,notes
515,CPF-RV-0515,P1,ADM Control Plane,승인/사유/감사/결과 추적 — Runtime·Evidence·회귀를 검증한다.,승인/사유/감사/결과 추적: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0515; B=미검증
516,CPF-RV-0516,P1,ADM Control Plane,실시간 transaction/batch timeline — 구현·Ownership·Consumer를 검증한다.,실시간 transaction/batch timeline: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0516; B=재확인 필요
517,CPF-RV-0517,P1,ADM Control Plane,실시간 transaction/batch timeline — 정상·경계 동작를 검증한다.,실시간 transaction/batch timeline: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0517; B=재확인 필요
518,CPF-RV-0518,P1,ADM Control Plane,실시간 transaction/batch timeline — 실패·부분실패·UNKNOWN를 검증한다.,실시간 transaction/batch timeline: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,FAIL,FAIL,재개발 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0518; B=FAIL; B_FINDING=QA-B-1000-NEW-002
519,CPF-RV-0519,P1,ADM Control Plane,실시간 transaction/batch timeline — 동시성·다중인스턴스·보안를 검증한다.,"실시간 transaction/batch timeline: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0519; B=재확인 필요
520,CPF-RV-0520,P1,ADM Control Plane,실시간 transaction/batch timeline — Runtime·Evidence·회귀를 검증한다.,실시간 transaction/batch timeline: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0520; B=미검증
521,CPF-RV-0521,P1,ADM Control Plane,401/403/404/409/429/500/503 운영 UX — 구현·Ownership·Consumer를 검증한다.,401/403/404/409/429/500/503 운영 UX: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0521; B=재확인 필요
522,CPF-RV-0522,P1,ADM Control Plane,401/403/404/409/429/500/503 운영 UX — 정상·경계 동작를 검증한다.,401/403/404/409/429/500/503 운영 UX: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0522; B=재확인 필요
523,CPF-RV-0523,P1,ADM Control Plane,401/403/404/409/429/500/503 운영 UX — 실패·부분실패·UNKNOWN를 검증한다.,401/403/404/409/429/500/503 운영 UX: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0523; B=재확인 필요
524,CPF-RV-0524,P1,ADM Control Plane,401/403/404/409/429/500/503 운영 UX — 동시성·다중인스턴스·보안를 검증한다.,"401/403/404/409/429/500/503 운영 UX: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0524; B=재확인 필요
525,CPF-RV-0525,P1,ADM Control Plane,401/403/404/409/429/500/503 운영 UX — Runtime·Evidence·회귀를 검증한다.,401/403/404/409/429/500/503 운영 UX: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0525; B=미검증
526,CPF-RV-0526,P1,BZA,Tenant/고객사 데이터 권한 격리 — 구현·Ownership·Consumer를 검증한다.,Tenant/고객사 데이터 권한 격리: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0526; B=재확인 필요
527,CPF-RV-0527,P1,BZA,Tenant/고객사 데이터 권한 격리 — 정상·경계 동작를 검증한다.,Tenant/고객사 데이터 권한 격리: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0527; B=재확인 필요
528,CPF-RV-0528,P1,BZA,Tenant/고객사 데이터 권한 격리 — 실패·부분실패·UNKNOWN를 검증한다.,Tenant/고객사 데이터 권한 격리: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0528; B=재확인 필요
529,CPF-RV-0529,P1,BZA,Tenant/고객사 데이터 권한 격리 — 동시성·다중인스턴스·보안를 검증한다.,"Tenant/고객사 데이터 권한 격리: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0529; B=재확인 필요
530,CPF-RV-0530,P1,BZA,Tenant/고객사 데이터 권한 격리 — Runtime·Evidence·회귀를 검증한다.,Tenant/고객사 데이터 권한 격리: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0530; B=미검증
531,CPF-RV-0531,P1,BZA,Approval Simulation 및 SIMULATE permission — 구현·Ownership·Consumer를 검증한다.,Approval Simulation 및 SIMULATE permission: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0531; B=재확인 필요
532,CPF-RV-0532,P1,BZA,Approval Simulation 및 SIMULATE permission — 정상·경계 동작를 검증한다.,Approval Simulation 및 SIMULATE permission: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0532; B=재확인 필요
533,CPF-RV-0533,P1,BZA,Approval Simulation 및 SIMULATE permission — 실패·부분실패·UNKNOWN를 검증한다.,Approval Simulation 및 SIMULATE permission: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0533; B=재확인 필요
534,CPF-RV-0534,P1,BZA,Approval Simulation 및 SIMULATE permission — 동시성·다중인스턴스·보안를 검증한다.,"Approval Simulation 및 SIMULATE permission: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0534; B=재확인 필요
535,CPF-RV-0535,P1,BZA,Approval Simulation 및 SIMULATE permission — Runtime·Evidence·회귀를 검증한다.,Approval Simulation 및 SIMULATE permission: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0535; B=미검증
536,CPF-RV-0536,P1,BZA,retired compatibility API 비노출 — 구현·Ownership·Consumer를 검증한다.,retired compatibility API 비노출: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0536; B=재확인 필요
537,CPF-RV-0537,P1,BZA,retired compatibility API 비노출 — 정상·경계 동작를 검증한다.,retired compatibility API 비노출: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0537; B=재확인 필요
538,CPF-RV-0538,P1,BZA,retired compatibility API 비노출 — 실패·부분실패·UNKNOWN를 검증한다.,retired compatibility API 비노출: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0538; B=재확인 필요
539,CPF-RV-0539,P1,BZA,retired compatibility API 비노출 — 동시성·다중인스턴스·보안를 검증한다.,"retired compatibility API 비노출: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0539; B=재확인 필요
540,CPF-RV-0540,P1,BZA,retired compatibility API 비노출 — Runtime·Evidence·회귀를 검증한다.,retired compatibility API 비노출: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0540; B=미검증
541,CPF-RV-0541,P1,BZA,표준 error/typed client 사용 — 구현·Ownership·Consumer를 검증한다.,표준 error/typed client 사용: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0541; B=재확인 필요
542,CPF-RV-0542,P1,BZA,표준 error/typed client 사용 — 정상·경계 동작를 검증한다.,표준 error/typed client 사용: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0542; B=재확인 필요
543,CPF-RV-0543,P1,BZA,표준 error/typed client 사용 — 실패·부분실패·UNKNOWN를 검증한다.,표준 error/typed client 사용: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0543; B=재확인 필요
544,CPF-RV-0544,P1,BZA,표준 error/typed client 사용 — 동시성·다중인스턴스·보안를 검증한다.,"표준 error/typed client 사용: 동시 요청·다중 인스턴스·재시도·권한 우회 상황에서도 중복 처리, stale update, 정보노출, 권한우회가 없어야 한다.",Concurrency/security negative tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0544; B=재확인 필요
545,CPF-RV-0545,P1,BZA,표준 error/typed client 사용 — Runtime·Evidence·회귀를 검증한다.,표준 error/typed client 사용: 현재 exact SHA에서 실행 가능한 Test/Gate/Runtime Evidence가 존재하고 false-green 없이 회귀를 탐지해야 한다.,Exit code + runtime log + exact SHA provenance,N,재확인 필요,미검증,미검증,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0545; B=미검증
546,CPF-RV-0546,P1,BZA,대량조회/다운로드/위험조작 감사 — 구현·Ownership·Consumer를 검증한다.,대량조회/다운로드/위험조작 감사: 해당 항목의 실제 구현 Owner가 명확하고 Interface/DTO 존재로 끝나지 않으며 실제 Consumer와 호출 경로가 연결되어야 한다.,Source path + dependency/consumer trace,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0546; B=재확인 필요
547,CPF-RV-0547,P1,BZA,대량조회/다운로드/위험조작 감사 — 정상·경계 동작를 검증한다.,대량조회/다운로드/위험조작 감사: 정상 입력뿐 아니라 최소/최대/null/empty/경계 상태에서 계약대로 동작하고 데이터·상태 정합성을 유지해야 한다.,Unit/Integration boundary tests,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0547; B=재확인 필요
548,CPF-RV-0548,P1,BZA,대량조회/다운로드/위험조작 감사 — 실패·부분실패·UNKNOWN를 검증한다.,대량조회/다운로드/위험조작 감사: 예외·timeout·부분 실패·결과 불명확 상황을 성공으로 숨기지 않고 rollback/retry/UNKNOWN/reconcile 등 정의된 경로로 처리해야 한다.,Fault injection + state/data evidence,N,재확인 필요,재확인 필요,재확인 필요,재검수 요청,b4b6b18b43e9ff83436ceb8b1816b31594e8d6eb,A=재확인 필요; A_EVID=SPECIAL1000-CPF-RV-0548; B=재확인 필요
